Site    ,Name                                     ,Lat       ,Lon      ,Start    ,End      , Years ,  %  ,AWS
56009,EMMAVILLE POST OFFICE                    ,-29.4445,151.5987,NA,1/10/2019,135,100,  N
67004,EMU PLAINS                               ,-33.75,150.6667,NA,1/7/1973,88.1,94,  N
67067,EMU PLAINS                               ,-33.76,150.6567,1/1/1911,1/12/1996,84.5,98,  N
66090,ENGADINE (CAMBRAI AVE)                   ,-34.0608,151.0125,1/11/1962,1/5/1993,13.9,45,  N
48006,ENNGONIA (BELALIE)                       ,-29.1581,145.8068,NA,1/11/2021,120.3,88,  N
48211,ENNGONIA (GRASS HUT POST OFFICE)         ,-29.6667,145.8667,NA,1/8/1948,9,15,  N
48103,ENNGONIA (MORTON PLAINS)                 ,-29.0833,146.2,NA,1/12/1926,40.6,98,  N
48039,ENNGONIA (SHEARER STREET)                ,-29.3174,145.8466,NA,1/7/2015,124,99,  N
66020,EPPING CHESTER STREET                    ,-33.7687,151.0852,NA,1/10/2002,97.3,83,  N
63026,ERAMBIE                                  ,-33.1,149,NA,1/7/1950,58.2,98,  N
61376,ERARING (PAYTEN ST)                      ,-33.0757,151.5381,1/10/1993,1/2/2022,28.4,100,  N
49060,EREMERAN                                 ,-32.5,146.4,NA,1/2/1934,54.2,100,  N
52014,ERIN VALE                                ,-29.5,149.25,1/1/1949,1/9/1962,10.4,76,  N
63218,ERROWANBANG                              ,-33.55,149.05,NA,1/6/1916,30.5,100,  N
67066,ERSKINE PARK RESERVOIR                   ,-33.8067,150.8,1/7/2013,1/3/2022,8.8,100,  N
58088,ETTRICK (CARARA)                         ,-28.6723,152.9083,1/8/1965,1/6/2012,40.8,87,  N
49004,EUABALONG (BOOBEROI)                     ,-33.0801,146.5731,NA,1/9/2015,131.4,100,  N
49125,EUABALONG (LACHLAN RIVER)                ,-33.1133,146.46,1/8/2001,1/12/2004,0.9,27,  N
49012,EUABALONG (LACHLAN ST)                   ,-33.1094,146.4736,NA,1/8/2007,118.4,96,  N
49136,EUABALONG (MOUNT HOPE AWS)               ,-32.8261,145.8801,1/9/2017,1/3/2022,4.6,100,  Y
49108,EUABALONG WEST (REDLUOM)                 ,-32.7167,146.3333,1/1/1970,1/7/1974,4.6,100,  N
49007,EUABOLONG (BROTHERONY)                   ,-33.1,146.6667,NA,1/10/1984,99.1,99,  N
63212,EUARRA                                   ,-33.5833,149.7,1/6/1920,1/10/1939,19.1,98,  N
74234,EUBERTA (EAST VIEW)                      ,-35.0371,147.1933,1/7/1972,1/2/2022,44.3,89,  N
62040,EUCHAREENA (MOLONG RD)                   ,-32.9386,149.0914,1/7/1961,1/8/2010,40.8,83,  N
65085,EUGOWRA (PILGRIM HILL)                   ,-33.4733,148.2033,1/3/1978,1/9/2001,23.6,100,  N
65013,EUGOWRA POST OFFICE                      ,-33.4265,148.3691,NA,1/3/2022,135.8,100,  N
53088,EULAH                                    ,-30.95,148.8833,NA,###############################################################################################################################################################################################################################################################,11.4,96,  N
54015,EULAH CREEK                              ,-30.35,149.9,1/6/1936,1/12/1954,17.8,95,  N
48040,EULALIE                                  ,-29.1,148.7,1/1/1913,1/12/1952,40,100,  N
46059,EULO                                     ,-31,144.0833,NA,1/12/1918,20.6,100,  N
73073,EULOMO                                   ,-34.75,147.8667,1/1/1904,1/10/1918,13.9,94,  N
65053,EULONG                                   ,-33.1,148.1,NA,1/1/1923,25.2,86,  N
65014,EUMALGA                                  ,-32.35,148.7,1/7/1936,1/11/1946,10.4,100,  N
65015,EUMUNGERIE (MERRENDEE)                   ,-32.0167,148.6,1/1/1929,1/12/1972,33.9,77,  N
51138,EUMUNGERIE (WINWARD)                     ,-31.9833,148.5833,1/8/1916,1/5/1925,8.8,100,  N
51066,EUMUNGERIE POST OFFICE                   ,-31.949,148.6177,1/2/1944,1/3/2022,78.2,100,  N
59109,EUNGAI (SEARLES RD)                      ,-30.8781,152.8207,1/6/1973,1/12/2004,28.9,91,  N
59075,EUNGAI CREEK (SOUTHBANK ROAD)            ,-30.8495,152.8832,1/12/1964,1/1/2012,40.7,86,  N
58193,EUNGELLA (OXLEY RIVER)                   ,-28.3538,153.293,1/2/1985,1/3/2022,23.4,63,  N
73074,EUNONYHAREENYA                           ,-35.0667,147.5,NA,1/7/1915,18.8,91,  N
75099,EURATHA                                  ,-33.9,146.5,1/6/1926,1/12/1938,6.8,54,  N
46114,EURIOWIE TANK                            ,-31.4333,141.6167,NA,1/10/1917,25.4,88,  N
59135,EUROKA (ALDAVILLA (MACLEAY RIVER))       ,-31.08,152.7833,1/12/2000,1/11/2011,10.8,98,  N
73124,EURONGILLY (BUNDALEER)                   ,-34.9308,147.767,NA,1/2/2022,129.4,94,  N
75024,EURUGABAH STATION                        ,-33.8,145,NA,1/12/1958,81.4,99,  N
49023,EUSTON ( BENINGTON)                      ,-34.4523,142.9109,1/9/1935,1/2/2022,86.4,100,  N
49122,EUSTON (CHIPPENDALE)                     ,-34.5167,142.8833,1/7/1902,1/12/1912,10.5,100,  N
49110,EUSTON (PRUNGLE)                         ,-34.2431,142.9949,1/6/1970,1/7/2021,51.1,100,  N
49045,EUSTON (SUNNYSIDE)                       ,-34.5594,143.0754,1/1/1942,1/2/2022,80.1,100,  N
49123,EUSTON (TAMMIT)                          ,-34.7667,142.6167,NA,1/12/1916,21,100,  N
49111,EUSTON (TURLEE)                          ,-33.9454,143.0527,1/1/1960,1/12/2011,52,100,  N
49013,EUSTON POST OFFICE                       ,-34.5833,142.7333,NA,1/11/1970,93.8,100,  N
49014,EUSTON STATION                           ,-34.6,142.7,NA,1/12/1940,59,100,  N
58164,EVANS HEAD (ANSON AVENUE)                ,-29.1333,153.45,1/8/1974,1/5/1979,4.2,86,  N
58159,EVANS HEAD AMO                           ,-29.1,153.45,1/1/1941,1/1/1945,3.5,86,  N
58212,EVANS HEAD RAAF BOMBING RANGE AWS        ,-29.183,153.3964,1/2/1998,1/3/2022,24.2,100,  Y
50019,EVERGREEN                                ,-32.9,147.1,1/1/1934,1/10/1943,9.8,100,  N
56056,EVERSLEIGH                               ,-30.5,151.5,NA,1/7/1922,45.2,100,  N
63192,EXCELSIOR                                ,-33.1,150,1/1/1923,1/12/1932,10,100,  N
68025,EXETER                                   ,-34.6,150.3,1/1/1908,1/12/1975,67.8,100,  N
68143,EXETER 1                                 ,-34.6,150.3,1/5/1905,1/10/1916,10.1,88,  N
48041,EXLEY BANK                               ,-30.95,146.8,1/8/1929,1/6/1954,24.9,100,  N
60074,FAILFORD POST OFFICE                     ,-32.0833,152.45,1/5/1965,1/7/1966,1.3,100,  N
73075,FAIR VIEW                                ,-33.85,147.4333,1/1/1901,1/9/1909,8.8,100,  N
67072,FAIRFIELD HEIGHTS POST OFFICE            ,-33.8667,150.9333,1/1/1968,1/10/1974,6.8,100,  N
67006,FAIRFIELD MWSDB                          ,-33.9,150.95,1/1/1947,1/10/1970,23.8,100,  N
67005,FAIRFIELD POST OFFICE                    ,-33.8833,150.95,1/2/1930,1/3/1960,30.1,100,  N
50122,FAIRHOLME                                ,-33.2833,147.3833,1/1/1909,1/4/1920,11.3,100,  N
50055,FAIRHOLME POST OFFICE                    ,-33.2833,147.3833,1/1/1958,1/12/1970,11.5,88,  N
70032,FAIRLIGHT STATION                        ,-35.2286,148.9143,NA,1/3/2022,137.8,100,  N
70245,FARRER LONGERENONG STREET                ,-35.3833,149.1,1/7/1971,1/12/1994,21.5,91,  N
61019,FASSIFERN                                ,-33,151.55,1/3/1924,1/10/1961,37.6,100,  N
63081,FAULCONBRIDGE (GREAT WESTERN HWY)        ,-33.6926,150.5453,1/10/2001,1/3/2022,20.3,99,  N
63028,FAULCONBRIDGE (ST GEORGES CRESCENT)      ,-33.693,150.5287,1/1/1937,1/3/2022,57,67,  N
58072,FEDERAL POST OFFICE                      ,-28.6533,153.4542,1/8/1904,1/2/1998,49.1,52,  N
62042,FERN LEA                                 ,-32.3667,149.8333,1/5/1961,1/12/1962,1.7,100,  N
73076,FERNHILL 1                               ,-35.1,148.4,NA,1/9/1924,32.5,99,  N
73106,FERNHILL 2                               ,-35,148.4,1/1/1911,1/9/1924,13.8,100,  N
63123,FERNLEIGH                                ,-34.25,149.9333,1/2/1961,1/8/1962,1.4,90,  N
55077,FERNLEIGH (ST.HELENA)                    ,-31.8,150.7,NA,1/12/1924,35.8,100,  N
59069,FERNMOUNT                                ,-30.5,152.9,NA,1/12/1921,32.3,100,  N
67090,FIDDLETOWN (BLOODWOOD ROAD)              ,-33.5684,151.0769,1/5/1964,1/10/2014,45.4,90,  N
57089,FINE FLOWER CREEK (WAVE HILL)            ,-29.3467,152.615,1/11/1969,1/4/1988,17.5,95,  N
61411,FINGAL BAY (FINGAL HAVEN)                ,-32.749,152.1649,1/9/2007,1/3/2021,13.5,99,  N
74253,FINLEY (CSIRO)                           ,-35.7111,145.6236,1/6/1994,1/3/2001,6.8,99,  Y
74093,FINLEY (STRATHDRUMMOND)                  ,-35.5667,145.5333,1/11/1962,1/12/1968,6.2,100,  N
74023,FINLEY AIRPORT AWS                       ,-35.6613,145.561,1/3/2001,1/10/2003,2.7,100,  Y
74042,FINLEY POST OFFICE                       ,-35.6408,145.5761,NA,1/3/2022,125.2,100,  N
70259,FISHER                                   ,-35.3667,149.05,1/9/1971,1/9/1990,18.9,99,  N
59143,FISHERMANS REACH                         ,-30.8585,152.9983,1/5/2006,1/7/2017,11.3,100,  N
68248,FITZROY FALLS (RED HILLS)                ,-34.6625,150.4333,1/10/2002,1/3/2022,19,97,  N
59014,FIVE DAY CREEK                           ,-30.6667,152.4,1/9/1937,1/12/1970,32.8,98,  N
66017,FIVE DOCK (BARNWELL PARK GOLF COURSE)    ,-33.8681,151.119,1/12/1929,1/11/2003,72.1,97,  N
74151,FLAX VALE                                ,-35.7833,146.55,NA,1/6/1909,12.5,97,  N
48154,FLORIDA STATION                          ,-31.5,146.4,NA,1/12/1924,40.5,90,  N
65114,FORBES (BEDGERABONG RD)                  ,-33.3684,147.937,1/1/2012,1/2/2022,9.3,91,  N
65097,FORBES (BETHANY PARK)                    ,-33.4239,148.0119,1/7/1991,1/3/1993,0.4,24,  N
65113,FORBES (BIMBIMBI)                        ,-33.3941,147.9727,1/7/2004,1/2/2022,17.4,98,  N
65016,FORBES (CAMP STREET)                     ,-33.3892,148.0081,NA,1/7/1998,122.9,100,  N
50135,FORBES (JEMALONG WEIR)                   ,-33.4001,147.7741,1/9/1988,1/3/2012,23.6,100,  N
65039,FORBES (MUDDY WATER)                     ,-33.3281,147.8472,1/1/1937,1/7/2021,84,99,  N
65065,FORBES 3                                 ,-33.45,148.0833,NA,1/8/1916,24.6,100,  N
65103,FORBES AIRPORT AWS                       ,-33.3627,147.9205,1/12/1995,1/3/2022,26.3,100,  Y
65104,FORBES COUNCIL DEPOT                     ,-33.3916,148.0064,1/7/1998,1/12/2011,9.2,68,  N
65088,FORBES IRON BRIDGE (LACHLAN RIVER)       ,-33.4,148.0167,1/1/1993,1/3/1993,0.3,100,  N
60130,FORBES RIVER (BIRDWOOD)                  ,-31.2936,152.3121,1/11/1987,1/2/2022,34.3,100,  N
48042,FORDS BRIDGE                             ,-29.7534,145.4269,NA,1/6/2010,112.2,98,  N
48195,FORDS BRIDGE (BARRAKEE)                  ,-30,144.9667,1/3/1970,1/1/1974,3.9,100,  N
48194,FORDS BRIDGE (DELTA)                     ,-30.0843,145.2884,1/10/1907,1/3/2020,69.8,62,  N
48227,FORDS BRIDGE (KERRIBREE)                 ,-29.65,145.2167,1/1/1909,1/2/1919,10.2,100,  N
51113,FOREST HOME                              ,-30.7667,148.15,1/7/1903,1/5/1921,17.9,100,  N
70033,FOREST LODGE                             ,-34.6,149.7,1/1/1926,1/12/1960,35,100,  N
50061,FOREST VALE 1                            ,-33.4667,146.9167,NA,1/10/1911,15.3,100,  N
62065,FOREST VALE 2                            ,-32.4167,149.1333,1/4/1903,1/12/1913,9.3,86,  N
64012,FORKED MOUNTAIN                          ,-31.2,149.35,1/6/1911,1/6/1967,44,78,  N
60013,FORSTER - TUNCURRY MARINE RESCUE         ,-32.1756,152.5089,NA,1/3/2020,123.4,100,  N
48155,FORT BOURKE                              ,-30.0833,145.8667,NA,1/2/1947,60.1,91,  N
46061,FORTY EIGHT MILE TANK                    ,-31.85,143.5,NA,1/1/1914,25.9,98,  N
75100,FOUR CORNERS                             ,-34.15,145.9167,1/2/1904,1/9/1926,22,97,  N
46091,FOWLERS GAP  RESEARCH  STATION           ,-31.0869,141.7017,1/1/1900,1/1/2014,55.8,49,  N
46128,FOWLERS GAP AWS                          ,-31.0863,141.7008,1/10/2004,1/3/2022,17.5,100,  Y
68197,FOXGROUND ROAD                           ,-34.7376,150.7674,1/11/1945,1/12/2021,66.8,88,  N
54161,FRASERS CREEK (LLANARTH)                 ,-29.1857,151.156,1/4/1993,1/12/2018,24.8,96,  N
63120,FREEMANS REACH (DOROTHY ST)              ,-33.5578,150.7956,1/11/1960,1/11/1996,10.9,30,  N
66182,FRENCHS FOREST (FRENCHS FOREST RD)       ,-33.7493,151.2334,1/2/1957,1/4/2018,60.6,99,  N
66118,FRENCHS FOREST FITSPATRICK AVE           ,-33.75,151.2333,1/6/1964,1/8/1982,18.3,100,  N
49015,FRESHWATER                               ,-33.5,144.2,NA,1/9/1950,51.7,95,  N
70034,FROGMORE                                 ,-34.2739,148.84,NA,1/12/1993,71.6,75,  N
49016,FULHAM PARK                              ,-31.9833,144.4167,NA,1/11/1970,82.3,94,  N
63274,FULLERTON (PINE GROVE)                   ,-34.2361,149.55,1/2/1978,1/11/1988,8.6,79,  N
56142,FURRACABAD (AVONDALE)                    ,-29.8,151.6,1/1/1904,1/8/1941,37,98,  N
56126,FURRACABAD (CHERRY TREE HILL)            ,-29.8167,151.6333,1/8/1958,1/1/1973,14.4,99,  N
56114,FURRACABAD (ELMVALE)                     ,-29.7833,151.6667,1/9/1958,1/1/1971,12.3,99,  N
70254,FYSHWICK CITY PARKS                      ,-35.3267,149.15,1/7/1971,1/6/1997,23.9,92,  N
74043,GALA VALE                                ,-34.9,145.9,NA,1/12/1950,47.1,91,  N
62075,GALAMBINE (GOOREE PARK)                  ,-32.4753,149.5151,1/1/1959,1/2/2022,62.4,99,  N
48097,GALAMBO                                  ,-30.6,145.9333,1/11/1961,1/6/1966,4.7,100,  N
61020,GALLA GILLA                              ,-32,150.4,1/1/1924,1/10/1947,22.8,96,  N
73013,GALONG                                   ,-34.6,148.55,1/11/1905,1/2/1967,48.3,79,  N
74199,GALORE (BULGARY)                         ,-34.9667,146.9833,1/3/1967,1/12/1973,6,88,  N
67022,GALSTON (ROWLAND VILLAGE)                ,-33.655,151.0553,1/1/1992,1/12/2009,14.2,79,  N
48043,GAMALALLY                                ,-29.4,148.4,NA,1/1/1958,67.2,90,  N
74041,GANMAIN (DULLAH DULLAH)                  ,-34.8,147,NA,1/9/1962,64.7,97,  N
74202,GANMAIN (ROSEDALE)                       ,-34.8504,146.9778,1/5/1968,1/3/2022,53.2,99,  N
74044,GANMAIN POST OFFICE                      ,-34.7932,147.0398,NA,1/7/2010,97.8,88,  N
52017,GARAH (BENGERANG)                        ,-29.0802,149.5056,1/9/1903,1/8/2011,95.8,89,  N
53085,GARAH (DELVIN)                           ,-28.9665,149.6721,1/1/1967,1/3/2022,55.3,100,  N
53104,GARAH (MOORELANDS)                       ,-28.8333,149.7833,NA,1/12/1923,32,100,  N
53042,GARAH (ULINGA)                           ,-28.9012,149.5401,1/1/1936,1/12/2021,83.8,97,  N
53060,GARAH (WELBON)                           ,-29.1333,149.7333,NA,1/3/1929,40.3,100,  N
53013,GARAH 2                                  ,-29.1,149.65,1/1/1912,1/1/1940,26.9,96,  N
53011,GARAH POST OFFICE                        ,-29.0745,149.6347,1/4/1906,1/12/2021,115.6,100,  N
73077,GARANGULA                                ,-34.7333,148.25,NA,1/12/1915,9,55,  N
65017,GAREMA                                   ,-33.5528,147.935,1/5/1933,1/7/1996,53.8,85,  N
65072,GAREMA (FOREST LODGE)                    ,-33.6116,148.1494,1/5/1969,1/4/2021,48.5,93,  N
68112,GARIE BEACH                              ,-34.1667,151.0667,1/12/1962,1/12/1985,19.9,86,  N
63027,GARLAND (FERNSIDE)                       ,-33.7447,149.0155,1/2/2000,1/9/2005,5.6,98,  N
63170,GARLAND (WOODVIEW)                       ,-33.7167,149.0167,1/7/1962,1/3/1969,6.7,99,  N
47065,GARNPANG                                 ,-33.3833,143.25,NA,1/12/1925,29.3,100,  N
65066,GARRA                                    ,-33.1333,148.5333,NA,1/7/1913,26.8,96,  N
53012,GARRAH (WIRRINGULLA)                     ,-29,149.7,1/1/1916,1/12/1968,52.2,98,  N
70249,GARRAN (FEDERAL GOLF CLUB)               ,-35.3302,149.1092,1/7/1971,1/6/2012,39.1,95,  N
63135,GARRYOWEN                                ,-33.5167,149.8167,1/8/1959,1/8/1966,5.9,83,  N
72078,GARRYOWEN (YALLOCK)                      ,-35.6767,147.5178,1/7/1955,1/3/2022,66.6,100,  N
61383,GEARS (WYONG RIVER)                      ,-33.2528,151.316,1/12/2000,1/3/2022,20.7,97,  N
72018,GEEHI RIVER CAMP                         ,-36.3667,148.1667,1/2/1952,1/12/1960,5.1,57,  N
46063,GEMVILLE                                 ,-30.9,143,1/8/1907,1/3/1935,27.6,100,  N
57008,GEORGES CREEK                            ,-30.75,152.2,1/1/1918,1/6/1961,42.4,97,  N
57117,GEORGES CREEK (MURRUNGI)                 ,-30.7141,152.1978,1/2/1994,1/5/2016,22.3,100,  N
74152,GERAKI                                   ,-35.75,145.7833,1/6/1902,1/8/1919,17.3,100,  N
73086,GERALDRA                                 ,-34.8,148.2333,NA,1/5/1908,29.1,99,  N
51105,GERAR                                    ,-31.3,147.2,1/1/1915,1/7/1926,11.2,96,  N
48156,GERARA                                   ,-29.2,146.7167,NA,1/4/1916,27.3,93,  N
73078,GERELGAMBETH                             ,-34.8,147.7,1/1/1909,1/1/1929,15,75,  N
48157,GERONGRA                                 ,-29.8,148.1,NA,1/12/1914,21.8,99,  N
68027,GERRINGONG (MAYFLOWER VILLAGE)           ,-34.7472,150.8211,NA,1/10/2012,117.3,100,  N
65099,GEURIE (KURRABRI)                        ,-32.3778,148.8741,1/1/2003,1/2/2022,19.1,99,  N
65071,GEURIE (WOOROOBOOMI)                     ,-32.3333,148.9333,1/3/1968,1/11/1977,9.4,96,  N
65018,GEURIE POST OFFICE                       ,-32.3987,148.8281,1/6/1910,1/1/2015,104.7,100,  N
58105,GIBBERAGEE                               ,-29.2333,153.1,1/10/1965,1/12/1968,3,92,  N
55137,GIDLEY (GREENDALE)                       ,-31.0167,150.8333,1/1/1959,1/4/1981,21.8,98,  N
53064,GIL GIL                                  ,-29.1833,150,NA,1/1/1920,20.2,72,  N
56117,GILGAI                                   ,-29.8333,151.2,1/9/1958,1/2/1967,8.5,100,  N
73119,GILGAL                                   ,-34.7333,147.9667,NA,1/8/1915,26.5,92,  N
64053,GILGANDRA  (TREBOR)                      ,-31.474,148.6222,1/1/2002,1/2/2022,19.3,96,  N
51051,GILGANDRA (BERIDA)                       ,-31.65,148.45,NA,1/4/1955,63.8,98,  N
51018,GILGANDRA (CHELMSFORD AVE)               ,-31.7049,148.6629,NA,1/3/2022,131,99,  N
51160,GILGANDRA (ROSEWOOD)                     ,-31.7042,148.6283,1/12/2000,1/3/2022,20.3,95,  N
64024,GILGANDRA (WALLUMBURRAWANG)              ,-31.5622,148.9547,1/10/1901,1/2/2022,120.3,100,  N
51139,GILGANDRA 1                              ,-31.7,148.6833,NA,1/2/1909,25.8,100,  N
51019,GILGOIN                                  ,-30.3,147.2,NA,1/6/1955,76.9,99,  N
49086,GILGUNNIA                                ,-32.3833,146.0333,NA,1/9/1948,52.5,100,  N
49124,GILGUNNIA (NORTH PEAK)                   ,-32.3167,146.0167,NA,1/12/1911,26.3,99,  N
74045,GILLENBAH FORESTRY                       ,-34.8,146.5,1/1/1940,1/4/1959,19.1,99,  N
63104,GINGKIN (ROCKDALE)                       ,-33.8667,149.9333,1/5/1954,1/7/1955,1.2,93,  N
63160,GINGKIN (TUGLOW VIEW)                    ,-33.9667,149.9167,1/8/1959,1/1/1974,13.8,95,  N
63203,GINGKIN (WETZLAR)                        ,-33.9833,149.9167,1/10/1902,1/4/1920,13.8,78,  N
70350,GINNINDERRA (CHARNWOOD (ACT))            ,-35.2063,149.0113,1/7/2013,1/3/2022,8.8,100,   
70169,GINNINDERRA CSIRO                        ,-35.1966,149.084,1/4/1962,1/12/2019,57.7,100,  N
57009,GIRARD STATE FOREST                      ,-28.9,152.3,1/1/1934,1/6/1968,34.4,100,  N
51020,GIRILAMBONE (AMPOL)                      ,-31.2506,146.9038,NA,1/1/2007,119.5,96,  N
48011,GIRILAMBONE (BOOROOMUGGA)                ,-31.3078,146.4392,NA,1/11/2015,98.8,73,  N
51164,GIRILAMBONE (OKEH) AWS                   ,-31.0824,146.9296,1/5/2017,1/3/2022,4.9,100,  Y
51159,GIRILAMBONE (WONGA)                      ,-31.2407,146.7019,1/3/1992,1/12/2008,16.8,100,  N
51158,GIRILAMBONE (WONGALA)                    ,-31.264,146.7673,1/1/1991,1/6/2012,20,93,  N
59107,GIRRALONG                                ,-30.566,152.6528,1/3/1973,1/1/2022,44.7,91,  N
61022,GIRVAN STATE FOREST                      ,-32.45,152.1,1/2/1936,1/7/1959,22.5,96,  N
66071,GLADESVILLE CHAMPION RD                  ,-33.8381,151.1161,1/3/1997,1/9/2000,3.5,97,  N
60060,GLAMIS (TERRABERNALLA)                   ,-31.55,152.0667,1/8/1961,1/11/1975,13.3,92,  N
66149,GLEBE POINT SYD. WATER SUPPLY            ,-33.8667,151.1833,1/6/1907,1/4/1914,6.9,100,  N
61334,GLEN ALICE                               ,-33.0488,150.2325,1/7/1970,1/3/2022,50.6,98,  N
61149,GLEN ALICE (EURELLA)                     ,-33.0167,150.25,1/2/1914,1/5/1969,54.3,98,  N
